Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2012-13,NReq,56943,95.5,,,Census
"Varicella, unknown disease history",2 Doses,States,Oregon,2012-13,NReq,47102,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2012-13,85.7,151364,97.5,,,Census
"Varicella, unknown disease history",2 Doses,National,United States,2012-13,93.2,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Rhode Island,2012-13,94.2,12552,75.2,‡,,Voluntary Response
"Varicella, unknown disease history",2 Doses,States,South Carolina,2012-13,NReq,61799,17.9,,,1-Stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,South Dakota,2012-13,96.0,12468,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Tennessee,2012-13,94.5,85801,97,≥,,Census
"Varicella, unknown disease history",2 Doses,States,Texas,2012-13,97.2,414688,96.6,‡,,Census
"Varicella, unknown disease history",2 Doses,National,U.S. Median,2012-13,93.9,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Utah,2012-13,NReq,54605,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Vermont,2012-13,90.1,6792,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Virginia,2012-13,91.2,104826,4.2,,,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,Washington,2012-13,90.3,87773,94.7,,,Census
"Varicella, unknown disease history",2 Doses,States,West Virginia,2012-13,96.2,22588,86.5,,,Voluntary Response
"Varicella, unknown disease history",2 Doses,States,Wisconsin,2012-13,91.1,72416,1.8,‡,,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,Wyoming,2012-13,97.0,8133,100,* .¶,,Census
"Varicella, unknown disease history",2 Doses,States,Alabama,2013-14,NReq,76927,100,*. **,,Census
"Varicella, unknown disease history",2 Doses,States,Alaska,2013-14,92.5,10222,9.3,†,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Arizona,2013-14,NReq,89606,95.8,,,Census
"Varicella, unknown disease history",2 Doses,States,Arkansas,2013-14,85.4,42649,96.3,,,Census
"Varicella, unknown disease history",2 Doses,States,California,2013-14,NReq,548606,97.3,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Colorado,2013-14,81.7,69904,0.5,,,Random Sample
"Varicella, unknown disease history",2 Doses,States,Connecticut,2013-14,96.7,40978,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Delaware,2013-14,96.4,11997,12.2,≥,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,District of Columbia,2013-14,NA,7856,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Florida,2013-14,93.2,233797,100,≥. *. §,,Census
"Varicella, unknown disease history",2 Doses,States,Georgia,2013-14,94.0,143988,100,≥. *,,Census
"Varicella, unknown disease history",2 Doses,States,Hawaii,2013-14,NReq,20056,5.4,,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Idaho,2013-14,86.5,23934,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Illinois,2013-14,NReq,163316,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Indiana,2013-14,90.2,87193,70.3,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Iowa,2013-14,91.0,43728,94.6,≥,,Census
"Varicella, unknown disease history",2 Doses,States,Kansas,2013-14,85.5,41107,29,†. ‡,,Stratified 1-stage sample (Public); Census (Private)
"Varicella, unknown disease history",2 Doses,States,Kentucky,2013-14,91.9,57857,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Louisiana,2013-14,96.1,63976,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Maine,2013-14,NReq,15441,82.4,‡,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Maryland,2013-14,NReq,75659,96.9,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Massachusetts,2013-14,93.9,79894,97.9,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Michigan,2013-14,93.0,120297,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Minnesota,2013-14,92.6,72087,98.5,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Mississippi,2013-14,99.7,45719,100,≥. *,,Census
"Varicella, unknown disease history",2 Doses,States,Missouri,2013-14,94.6,78140,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Montana,2013-14,NReq,12855,95.4,,,Census
"Varicella, unknown disease history",2 Doses,States,Nebraska,2013-14,94.9,27000,97.3,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Nevada,2013-14,93.6,35782,3.1,,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,New Hampshire,2013-14,94.7,13240,100,≥. *,,Census
"Varicella, unknown disease history",2 Doses,States,New Jersey,2013-14,NReq,123085,95.4,≥. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,New Mexico,2013-14,93.4,30725,2.7,‡,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,New York,2013-14,NReq,240318,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,North Carolina,2013-14,NReq,126084,97.7,,,Census
"Varicella, unknown disease history",2 Doses,States,North Dakota,2013-14,89.4,9780,96.1,,,Census (Public); Stratified  2-stage cluster sample(Private)
"Varicella, unknown disease history",2 Doses,States,Ohio,2013-14,95.7,150000,92.5,,,Census
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2013-14,NReq,57377,71.3,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Oregon,2013-14,NReq,47649,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2013-14,84.0,151253,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,National,United States,2013-14,92.8,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Rhode Island,2013-14,94.7,11521,99.1,‡,,Census
"Varicella, unknown disease history",2 Doses,States,South Carolina,2013-14,NReq,61661,11,,,1-stage stratified sample
"Varicella, unknown disease history",2 Doses,States,South Dakota,2013-14,95.3,12566,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Tennessee,2013-14,94.9,80212,99.8,≥,,Census
"Varicella, unknown disease history",2 Doses,States,Texas,2013-14,97.2,409255,97.1,‡,,Census
"Varicella, unknown disease history",2 Doses,National,U.S. Median,2013-14,93.3,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Utah,2013-14,NReq,54779,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Vermont,2013-14,89.4,6771,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Virginia,2013-14,91.3,105692,4.1,,,2-stage cluster  sample
"Varicella, unknown disease history",2 Doses,States,Washington,2013-14,88.4,89165,88.5,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,West Virginia,2013-14,95.5,22814,84.7,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Wisconsin,2013-14,91.2,71363,2.8,‡,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Wyoming,2013-14,NA,,,,,Not conducted
"Varicella, unknown disease history",2 Doses,States,Alabama,2014-15,NReq,59660,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Alaska,2014-15,91.6,10129,7.8,†,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Arizona,2014-15,NReq,86153,98.3,,,Census
"Varicella, unknown disease history",2 Doses,States,Arkansas,2014-15,88.0,41252,95.9,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,California,2014-15,NReq,552583,96.9,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Colorado,2014-15,85.4,70597,0.5,,,Simple random sample
"Varicella, unknown disease history",2 Doses,States,Connecticut,2014-15,96.8,39948,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Delaware,2014-15,97.7,11476,7.9,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Florida,2014-15,93.3,228982,100,≥. *. §,,Census
"Varicella, unknown disease history",2 Doses,States,Georgia,2014-15,94.0,139471,100,≥. *,,Census
"Varicella, unknown disease history",2 Doses,States,Hawaii,2014-15,NReq,20085,5.6,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Idaho,2014-15,88.4,22968,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Illinois,2014-15,95.3,156942,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Indiana,2014-15,90.1,85477,70.1,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Iowa,2014-15,91.9,43239,96.3,≥,,Census
"Varicella, unknown disease history",2 Doses,States,Kansas,2014-15,88.9,39685,24.5,†.‡,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Kentucky,2014-15,92.3,57884,97.2,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Louisiana,2014-15,96.7,60377,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Maine,2014-15,NReq,13704,88.9,‡,,Voluntary response (public); Census (private)
"Varicella, unknown disease history",2 Doses,States,Maryland,2014-15,98.8,75391,90.2,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,Massachusetts,2014-15,94.1,74869,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,Michigan,2014-15,93.9,117963,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Minnesota,2014-15,92.7,70896,97.8,,,Census
"Varicella, unknown disease history",2 Doses,States,Mississippi,2014-15,99.2,44129,100,≥. *,,Census
"Varicella, unknown disease history",2 Doses,States,Missouri,2014-15,95.3,75900,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Montana,2014-15,NReq,12501,95.7,,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,Nebraska,2014-15,95.8,26665,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,Nevada,2014-15,92.9,36755,2.8,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,New Hampshire,2014-15,91.4,12422,98.9,≥,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,New Jersey,2014-15,NReq,120471,93.9,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,New Mexico,2014-15,97.2,29918,3.3,†,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,New York,2014-15,96.4,237045,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,North Carolina,2014-15,NReq,129792,95,,,Census (public). Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,North Dakota,2014-15,89.5,10017,99.9,,,Census
"Varicella, unknown disease history",2 Doses,States,Ohio,2014-15,91.2,149080,91,,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2014-15,NReq,56967,95.9,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Oregon,2014-15,NReq,46229,100,*. ‡,,Census
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2014-15,92.0,146378,98.3,‡,,Census
"Varicella, unknown disease history",2 Doses,National,United States,2014-15,93.8,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Rhode Island,2014-15,95.4,11163,98.9,‡,,Census
"Varicella, unknown disease history",2 Doses,States,South Carolina,2014-15,95.4,62864,12.2,,,Stratified 1-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,South Dakota,2014-15,96.8,12008,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Tennessee,2014-15,95.1,78276,100,≥. *,,Census
"Varicella, unknown disease history",2 Doses,States,Texas,2014-15,97.0,406099,98.3,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,National,U.S. Median,2014-15,93.9,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Utah,2014-15,NReq,50916,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Vermont,2014-15,90.5,6277,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Virginia,2014-15,90.4,103821,4.1,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Washington,2014-15,87.9,88809,96.7,,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,West Virginia,2014-15,97.0,22016,81.3,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Wisconsin,2014-15,90.9,69335,2.5,‡,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Wyoming,2014-15,96.5,7983,97.9,¶,,Census
"Varicella, unknown disease history",2 Doses,States,Alabama,2015-16,NReq,60392,100,≥.*,,Census
"Varicella, unknown disease history",2 Doses,States,Alaska,2015-16,92.6,9937,7.8,†.§,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Arizona,2015-16,NReq,83088,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Arkansas,2015-16,90.6,40258,95.6,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,California,2015-16,NReq,593788,92.8,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Colorado,2015-16,85.7,69137,0.5,,,Simple random sample
"Varicella, unknown disease history",2 Doses,States,Connecticut,2015-16,96.6,39533,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Delaware,2015-16,97.6,11589,9.5,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,District of Columbia,2015-16,88.1,8080,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Florida,2015-16,93.7,224430,100,≥.*.§,,Census
"Varicella, unknown disease history",2 Doses,States,Georgia,2015-16,94.6,131403,100,≥.*,,Census
"Varicella, unknown disease history",2 Doses,States,Hawaii,2015-16,NReq,16325,6.7,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Idaho,2015-16,89.1,22686,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Illinois,2015-16,95.5,151309,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Indiana,2015-16,88.0,83525,69.5,,,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Iowa,2015-16,91.8,41215,100,≥.*,,Census
"Varicella, unknown disease history",2 Doses,States,Kansas,2015-16,87.9,39555,21,†.‡.§,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,Kentucky,2015-16,91.6,54353,99.5,‡.§,,Census
"Varicella, unknown disease history",2 Doses,States,Louisiana,2015-16,96.8,59159,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Maine,2015-16,NReq,13526,90.5,,,Census
"Varicella, unknown disease history",2 Doses,States,Maryland,2015-16,99.2,72012,94.3,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,Massachusetts,2015-16,95.8,72897,100,*.‡,,Census
"Varicella, unknown disease history",2 Doses,States,Michigan,2015-16,95.2,116299,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Minnesota,2015-16,92.3,69710,97.8,§,,Census
"Varicella, unknown disease history",2 Doses,States,Mississippi,2015-16,99.4,41042,100,≥.*,,Census
"Varicella, unknown disease history",2 Doses,States,Missouri,2015-16,95.4,74413,100,*.§,,Census
"Varicella, unknown disease history",2 Doses,States,Montana,2015-16,93.6,11484,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,Nebraska,2015-16,97.3,30409,100,*.‡,,Census
"Varicella, unknown disease history",2 Doses,States,Nevada,2015-16,93.4,37118,3.3,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,New Hampshire,2015-16,91.9,11852,99.8,≥,,Census
"Varicella, unknown disease history",2 Doses,States,New Jersey,2015-16,NReq,110116,100,≥.*,,Census
"Varicella, unknown disease history",2 Doses,States,New Mexico,2015-16,95.8,29049,2.7,†,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",2 Doses,States,New York,2015-16,94.8,232521,100,*,,Census
"Varicella, unknown disease history",2 Doses,States,North Carolina,2015-16,97.0,128290,92,‡.§,,Census (public). Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,North Dakota,2015-16,90.4,9875,97.1,,,Census
"Varicella, unknown disease history",2 Doses,States,Ohio,2015-16,91.5,144604,93.7,,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2015-16,NReq,54335,96.1,‡,,Census
"Varicella, unknown disease history",2 Doses,States,Oregon,2015-16,NReq,45531,100,*.‡,,Census
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2015-16,96.5,143298,93.2,,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",2 Doses,National,United States,2015-16,94.3,,,,,NaN
"Varicella, unknown disease history",2 Doses,States,Rhode Island,2015-16,96.0,11165,100,*.‡.§,,Census
"Varicella, unknown disease history",2 Doses,States,South Carolina,2015-16,96.2,59240,8.9,,,Stratified 1-stage cluster sample
