reporting_area,pox_cases,pox_deaths,case_year,Vaccine/Exemption,Dose,Geography Type,geography,School Year,Estimate (%),Population Size,Percent Surveyed,Number of Exemptions,Survey Type,Year
Commonwealth of Northern Mariana Islands,0,0,2019,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2019,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2019,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2019,,,,,,,,,,,
Guam,15,0,2018,,,,,,,,,,,
Territories,74,0,2017,,,,,,,,,,,
Guam,15,0,2018,,,,,,,,,,,
Territories,74,0,2017,,,,,,,,,,,
Guam,15,0,2018,,,,,,,,,,,
Territories,74,0,2017,,,,,,,,,,,
Guam,15,0,2018,,,,,,,,,,,
Territories,74,0,2017,,,,,,,,,,,
South Atlantic,1682,1,2018,,,,,,,,,,,
South Atlantic,1682,1,2018,,,,,,,,,,,
South Atlantic,1682,1,2018,,,,,,,,,,,
South Atlantic,1682,1,2018,,,,,,,,,,,
West North Central,644,0,2019,,,,,,,,,,,
West North Central,644,0,2019,,,,,,,,,,,
West North Central,644,0,2019,,,,,,,,,,,
West North Central,644,0,2019,,,,,,,,,,,
District of Columbia,24,0,2016,,,,,,,,,,,
District of Columbia,24,0,2016,,,,,,,,,,,
District of Columbia,24,0,2016,,,,,,,,,,,
District of Columbia,24,0,2016,,,,,,,,,,,
U.S. Virgin Islands,0,0,2018,,,,,,,,,,,
U.S. Virgin Islands,0,0,2018,,,,,,,,,,,
U.S. Virgin Islands,0,0,2018,,,,,,,,,,,
U.S. Virgin Islands,0,0,2018,,,,,,,,,,,
New York (excluding New York City),N,1,2019,,,,,,,,,,,
New York (excluding New York City),N,1,2019,,,,,,,,,,,
New York (excluding New York City),N,1,2019,,,,,,,,,,,
New York (excluding New York City),N,1,2019,,,,,,,,,,,
West South Central,1411,0,2019,,,,,,,,,,,
West South Central,1411,0,2019,,,,,,,,,,,
West South Central,1411,0,2019,,,,,,,,,,,
West South Central,1411,0,2019,,,,,,,,,,,
Pacific,98,2,2016,,,,,,,,,,,
Pacific,98,2,2016,,,,,,,,,,,
Pacific,98,2,2016,,,,,,,,,,,
Pacific,98,2,2016,,,,,,,,,,,
Middle Atlantic,1154,0,2017,,,,,,,,,,,
Middle Atlantic,1154,0,2017,,,,,,,,,,,
Middle Atlantic,1154,0,2017,,,,,,,,,,,
Middle Atlantic,1154,0,2017,,,,,,,,,,,
East North Central,1751,0,2019,,,,,,,,,,,
East North Central,1751,0,2019,,,,,,,,,,,
East North Central,1751,0,2019,,,,,,,,,,,
East North Central,1751,0,2019,,,,,,,,,,,
New York City,0,0,2016,,,,,,,,,,,
New York City,0,0,2016,,,,,,,,,,,
New York City,0,0,2016,,,,,,,,,,,
New York City,0,0,2016,,,,,,,,,,,
New England,933,0,2018,,,,,,,,,,,
New England,933,0,2018,,,,,,,,,,,
New England,933,0,2018,,,,,,,,,,,
New England,933,0,2018,,,,,,,,,,,
American Samoa,N,0,2017,,,,,,,,,,,
American Samoa,N,0,2017,,,,,,,,,,,
American Samoa,N,0,2017,,,,,,,,,,,
American Samoa,N,0,2017,,,,,,,,,,,
Mountain,988,0,2016,,,,,,,,,,,
Mountain,988,0,2016,,,,,,,,,,,
Mountain,988,0,2016,,,,,,,,,,,
Mountain,988,0,2016,,,,,,,,,,,
Puerto Rico,74,0,2018,,,,,,,,,,,
Puerto Rico,74,0,2018,,,,,,,,,,,
Puerto Rico,74,0,2018,,,,,,,,,,,
Puerto Rico,74,0,2018,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2018,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2018,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2018,,,,,,,,,,,
Commonwealth of Northern Mariana Islands,0,0,2018,,,,,,,,,,,
East South Central,116,0,2016,,,,,,,,,,,
East South Central,116,0,2016,,,,,,,,,,,
East South Central,116,0,2016,,,,,,,,,,,
East South Central,116,0,2016,,,,,,,,,,,
Delaware,28,0,2019,,,,,,,,,,,
Delaware,28,0,2019,,,,,,,,,,,
Delaware,28,0,2019,,,,,,,,,,,
Delaware,28,0,2019,,,,,,,,,,,
West North Central,613,0,2018,,,,,,,,,,,
West North Central,613,0,2018,,,,,,,,,,,
West North Central,613,0,2018,,,,,,,,,,,
West North Central,613,0,2018,,,,,,,,,,,
District of Columbia,21,0,2017,,,,,,,,,,,
District of Columbia,21,0,2017,,,,,,,,,,,
District of Columbia,21,0,2017,,,,,,,,,,,
District of Columbia,21,0,2017,,,,,,,,,,,
South Atlantic,1826,2,2019,,,,,,,,,,,
South Atlantic,1826,2,2019,,,,,,,,,,,
South Atlantic,1826,2,2019,,,,,,,,,,,
South Atlantic,1826,2,2019,,,,,,,,,,,
Guam,18,0,2019,,,,,,,,,,,
Guam,18,0,2019,,,,,,,,,,,
Guam,18,0,2019,,,,,,,,,,,
Guam,18,0,2019,,,,,,,,,,,
Territories,102,0,2016,,,,,,,,,,,
Territories,102,0,2016,,,,,,,,,,,
Territories,102,0,2016,,,,,,,,,,,
Territories,102,0,2016,,,,,,,,,,,
New York (excluding New York City),N,1,2018,,,,,,,,,,,
New York (excluding New York City),N,1,2018,,,,,,,,,,,
New York (excluding New York City),N,1,2018,,,,,,,,,,,
New York (excluding New York City),N,1,2018,,,,,,,,,,,
U.S. Virgin Islands,10,0,2019,,,,,,,,,,,
U.S. Virgin Islands,10,0,2019,,,,,,,,,,,
U.S. Virgin Islands,10,0,2019,,,,,,,,,,,
U.S. Virgin Islands,10,0,2019,,,,,,,,,,,
West South Central,1147,0,2018,,,,,,,,,,,
West South Central,1147,0,2018,,,,,,,,,,,
West South Central,1147,0,2018,,,,,,,,,,,
West South Central,1147,0,2018,,,,,,,,,,,
Pacific,148,1,2017,,,,,,,,,,,
Pacific,148,1,2017,,,,,,,,,,,
Pacific,148,1,2017,,,,,,,,,,,
Pacific,148,1,2017,,,,,,,,,,,
Middle Atlantic,1103,1,2016,,,,,,,,,,,
Middle Atlantic,1103,1,2016,,,,,,,,,,,
Middle Atlantic,1103,1,2016,,,,,,,,,,,
Middle Atlantic,1103,1,2016,,,,,,,,,,,
East North Central,1765,1,2018,,,,,,,,,,,
East North Central,1765,1,2018,,,,,,,,,,,
East North Central,1765,1,2018,,,,,,,,,,,
East North Central,1765,1,2018,,,,,,,,,,,
